City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Villachuato,MX,2021-12-07 10:12:17,20.1667,-101.5833,42.67,69,41,1.77
294,Kavieng,PG,2021-12-07 10:12:17,-2.5744,150.7967,81.45,83,100,19.08
295,San Policarpo,PH,2021-12-07 10:12:17,12.1791,125.5072,78.51,92,100,22.95
296,Digha,IN,2021-12-07 10:12:17,21.6833,87.55,79.86,65,0,9.48
297,Paamiut,GL,2021-12-07 10:12:17,61.994,-49.6678,9.73,79,77,10.0
298,Bannu,PK,2021-12-07 10:12:18,32.9854,70.6027,71.38,23,85,4.0
299,Liverpool,GB,2021-12-07 10:09:03,53.4106,-2.9779,42.69,84,90,10.0
300,Egvekinot,RU,2021-12-07 10:10:05,66.3167,-179.1667,-3.84,98,99,3.49
301,Gravdal,NO,2021-12-07 10:12:18,68.1214,13.5031,24.69,54,20,9.22
302,Leningradskiy,RU,2021-12-07 10:12:18,69.3833,178.4167,-8.48,81,99,20.27
303,Chuzhou,CN,2021-12-07 10:12:19,32.3219,118.2978,52.45,55,94,8.1
304,Pokaran,IN,2021-12-07 10:12:19,26.9167,71.9167,78.26,16,0,5.59
305,Chifeng,CN,2021-12-07 10:12:19,42.2683,118.9636,33.69,33,0,4.21
306,Labuan,MY,2021-12-07 10:12:20,5.2767,115.2417,82.56,79,44,14.45
307,Acajutla,SV,2021-12-07 10:12:20,13.5928,-89.8275,77.63,71,7,6.49
308,Batagay-Alyta,RU,2021-12-07 10:12:20,67.8006,130.4114,-42.14,84,98,4.43
309,Tower,IE,2021-12-07 10:12:20,51.9167,-8.6,44.33,87,75,34.52
310,Mezhdurechensk,RU,2021-12-07 10:10:33,53.6942,88.0603,33.85,98,100,8.01
311,Myaundzha,RU,2021-12-07 10:12:21,63.0494,147.1858,-27.33,98,100,5.08
312,Kattivakkam,IN,2021-12-07 10:12:21,13.2167,80.3167,88.07,76,53,10.36
313,Conakry,GN,2021-12-07 10:09:45,9.538,-13.6773,81.36,79,51,5.77
314,Brigantine,US,2021-12-07 10:12:21,39.4101,-74.3646,38.01,57,1,5.75
315,Flin Flon,CA,2021-12-07 10:12:22,54.7682,-101.865,-5.19,94,100,1.66
316,Dharan,NP,2021-12-07 10:12:22,26.8125,87.2835,74.71,59,17,3.78
317,Maceio,BR,2021-12-07 10:12:22,-9.6658,-35.7353,78.24,88,75,5.75
318,Daloa,CI,2021-12-07 10:12:22,6.8774,-6.4502,86.31,55,40,2.53
319,Lebowakgomo,ZA,2021-12-07 10:12:23,-24.2,29.5,72.05,40,73,11.81
320,Progreso,MX,2021-12-07 10:13:23,21.2833,-89.6667,73.51,93,1,7.29
321,Mariakani,KE,2021-12-07 10:13:23,-3.8633,39.4736,92.5,38,88,7.52
322,Hambantota,LK,2021-12-07 10:13:23,6.1241,81.1185,85.08,62,42,11.41
323,Bandarbeyla,SO,2021-12-07 10:13:23,9.4942,50.8122,80.82,54,6,20.24
324,Shingu,JP,2021-12-07 10:13:24,33.7333,135.9833,54.3,90,100,6.02
325,Kalachinsk,RU,2021-12-07 10:13:24,55.0529,74.5751,0.43,93,98,12.86
326,Nemuro,JP,2021-12-07 10:13:24,43.3236,145.575,40.93,69,65,18.43
327,Coquimbo,CL,2021-12-07 10:11:01,-29.9533,-71.3436,58.73,82,90,4.61
328,Garmsar,IR,2021-12-07 10:13:24,35.2182,52.3409,58.1,38,0,3.24
329,Buraydah,SA,2021-12-07 10:13:25,26.326,43.975,70.03,22,7,2.93
330,Pontianak,ID,2021-12-07 10:13:25,-0.0333,109.3333,85.98,70,40,14.97
331,Leh,IN,2021-12-07 10:13:25,34.1667,77.5833,20.03,61,16,2.24
332,Rio Gallegos,AR,2021-12-07 10:13:25,-51.6226,-69.2181,45.77,60,100,25.59
333,Ballina,AU,2021-12-07 10:13:26,-28.8667,153.5667,71.78,91,7,8.28
334,Vanderhoof,CA,2021-12-07 10:13:26,54.0166,-124.0198,24.17,70,100,2.64
335,Road Town,VG,2021-12-07 10:13:26,18.4167,-64.6167,79.0,71,2,20.15
336,Sitka,US,2021-12-07 10:13:26,57.0531,-135.33,35.49,75,90,14.97
337,Bowen,AU,2021-12-07 10:13:27,-20.0167,148.2333,80.31,72,6,13.24
338,Guisa,CU,2021-12-07 10:13:27,20.255,-76.5386,70.11,94,0,2.39
339,Riyadh,SA,2021-12-07 10:12:01,24.6877,46.7219,73.54,18,0,9.22
340,Brae,GB,2021-12-07 10:13:27,60.3964,-1.353,42.71,68,87,10.6
341,Mehamn,NO,2021-12-07 10:13:27,71.0357,27.8492,21.15,68,0,29.93
342,Santona,ES,2021-12-07 10:13:28,43.4439,-3.4576,58.93,85,100,5.95
343,Alakurtti,RU,2021-12-07 10:13:28,66.9672,30.3491,-6.21,100,48,1.59
344,Pilna,RU,2021-12-07 10:13:28,55.5539,45.9219,24.06,78,100,15.37
345,Abaete,BR,2021-12-07 10:13:28,-19.16,-45.4458,66.96,92,62,4.59
346,Omsukchan,RU,2021-12-07 10:12:24,62.5333,155.8,-15.65,99,100,7.14
347,Lompoc,US,2021-12-07 10:13:29,34.6391,-120.4579,57.56,88,90,0.0
348,Canutama,BR,2021-12-07 10:13:29,-6.5339,-64.3831,71.24,99,100,2.33
349,Indi,IN,2021-12-07 10:13:29,17.1667,75.9667,84.65,36,7,6.64
350,Surt,LY,2021-12-07 10:13:29,31.2089,16.5887,60.01,56,68,32.41
351,Bolshevik,BY,2021-12-07 10:13:30,54.0065,27.5692,22.62,92,68,8.95
352,Huarmey,PE,2021-12-07 10:13:30,-10.0681,-78.1522,66.45,88,96,3.42
353,Maniitsoq,GL,2021-12-07 10:13:30,65.4167,-52.9,19.72,66,100,16.51
354,Oga,IT,2021-12-07 10:13:30,46.4631,10.347,26.69,82,76,5.17
355,Marang,MY,2021-12-07 10:13:31,5.2056,103.2059,79.54,78,98,12.37
356,Doha,QA,2021-12-07 10:10:13,25.2867,51.5333,82.38,16,0,4.61
357,Belyy Yar,RU,2021-12-07 10:13:31,53.6039,91.3903,35.49,64,0,11.18
358,Gizo,SB,2021-12-07 10:13:31,-8.103,156.8419,82.76,77,100,5.7
359,Mahajanga,MG,2021-12-07 10:08:39,-15.7167,46.3167,92.86,36,0,1.52
360,Erzin,TR,2021-12-07 10:13:32,36.9559,36.2,70.32,35,26,9.24
361,Linares,CL,2021-12-07 10:13:32,-35.85,-71.6,50.88,91,0,1.43
362,Tahe,CN,2021-12-07 10:13:32,52.3333,124.7333,6.4,97,14,3.47
363,Bell Ville,AR,2021-12-07 10:13:33,-32.6259,-62.6887,64.8,65,0,10.96
364,Mahon,ES,2021-12-07 10:13:33,39.8885,4.2658,57.76,67,20,9.22
365,Roald,NO,2021-12-07 10:13:33,62.5833,6.1333,37.33,60,75,17.27
366,Banda Aceh,ID,2021-12-07 10:13:33,5.5577,95.3222,83.07,74,48,14.65
367,Haines Junction,CA,2021-12-07 10:14:34,60.7522,-137.5108,14.59,95,100,5.82
368,Saldanha,ZA,2021-12-07 10:14:34,-33.0117,17.9442,65.21,76,8,14.81
369,Verkhnyaya Inta,RU,2021-12-07 10:14:34,65.9811,60.3094,7.86,94,100,17.36
370,Sioux Lookout,CA,2021-12-07 10:14:34,50.1001,-91.917,-10.82,97,100,5.5
371,Nioro,GM,2021-12-07 10:14:34,13.35,-15.75,82.24,13,69,8.41
372,Nyurba,RU,2021-12-07 10:14:35,63.2842,118.3319,-31.41,100,30,2.62
373,College,US,2021-12-07 10:14:35,64.8569,-147.8028,17.92,81,90,0.0
374,Farah,AF,2021-12-07 10:14:35,32.5,62.5,60.22,18,0,4.43
375,Nioki,CD,2021-12-07 10:14:35,-2.7167,17.6833,86.36,67,82,1.01
376,Mezen,RU,2021-12-07 10:12:25,65.8522,44.24,11.1,95,10,6.22
377,Gat,IL,2021-12-07 10:14:36,31.61,34.7642,72.79,32,100,9.98
378,Chipinge,ZW,2021-12-07 10:14:36,-20.1883,32.6236,92.03,24,15,6.8
379,Yongan,CN,2021-12-07 10:14:36,39.6957,113.6871,32.04,46,100,3.71
380,Prince George,CA,2021-12-07 10:14:36,53.9166,-122.753,18.28,92,100,5.44
381,Babu,CN,2021-12-07 10:14:37,24.4167,111.5167,61.27,47,0,4.38
382,Aqtobe,KZ,2021-12-07 10:14:37,50.2797,57.2072,28.49,64,0,8.95
383,Hovd,MN,2021-12-07 10:14:37,48.0056,91.6419,19.76,55,100,0.89
384,Pokhara,NP,2021-12-07 10:14:37,28.2333,83.9833,69.89,45,11,4.16
385,Usinsk,RU,2021-12-07 10:14:38,65.9939,57.5281,11.19,96,100,9.48
386,Wajir,KE,2021-12-07 10:14:38,1.7471,40.0573,89.94,42,20,10.04
387,Weinan,CN,2021-12-07 10:14:38,34.5036,109.5089,49.28,34,100,3.94
388,Nadadores,MX,2021-12-07 10:14:38,27.05,-101.6,55.24,33,59,1.99
389,Lebu,CL,2021-12-07 10:14:38,-37.6167,-73.65,55.33,80,82,10.94
390,Sambava,MG,2021-12-07 10:14:39,-14.2667,50.1667,84.49,56,6,12.62
391,Wamba,NG,2021-12-07 10:14:39,8.9333,8.6,88.99,21,100,4.25
392,Kovdor,RU,2021-12-07 10:14:39,67.5662,30.4758,-6.11,100,22,3.27
393,Ocampo,MX,2021-12-07 10:14:39,21.65,-101.5,47.57,69,89,2.3
394,Faanui,PF,2021-12-07 10:14:40,-16.4833,-151.75,81.48,72,100,10.2
395,Fukue,JP,2021-12-07 10:14:40,32.6881,128.8419,59.09,60,28,26.06
396,Sur,OM,2021-12-07 10:14:40,22.5667,59.5289,77.68,55,3,9.26
397,Kampene,CD,2021-12-07 10:14:40,-3.6,26.6667,89.26,50,100,1.74
398,Governador Dix-Sept Rosado,BR,2021-12-07 10:14:40,-5.4577,-37.5209,81.68,61,4,11.05
399,Tambun,ID,2021-12-07 10:14:41,-6.2641,107.0712,85.48,78,40,4.61
400,Kanakapura,IN,2021-12-07 10:14:41,12.55,77.4167,85.44,67,89,5.68
401,Kanigoro,ID,2021-12-07 10:14:41,-8.13,112.219,77.88,85,96,7.58
402,Yumen,CN,2021-12-07 10:14:42,40.2833,97.2,28.2,48,84,10.47
403,Bereda,ES,2021-12-07 10:14:42,43.2686,-7.5406,57.15,100,100,13.53
404,Forbes,AU,2021-12-07 10:14:42,-33.3833,148.0167,71.92,80,84,8.05
405,Provideniya,RU,2021-12-07 10:14:43,64.3833,-173.3,3.47,83,95,7.47
406,Taft,IR,2021-12-07 10:14:43,31.7471,54.2088,55.35,36,0,4.61
407,Tiarei,PF,2021-12-07 10:14:43,-17.5333,-149.3333,78.82,74,100,10.78
408,Acapulco,MX,2021-12-07 10:14:43,16.8634,-99.8901,75.02,94,1,3.44
409,Tiznit,MA,2021-12-07 10:14:43,29.5833,-9.5,64.18,17,54,4.16
410,Kruisfontein,ZA,2021-12-07 10:14:44,-34.0033,24.7314,68.88,77,98,7.92
411,Cherskiy,RU,2021-12-07 10:14:44,68.75,161.3,-32.62,100,92,2.71
412,Pionerskiy,RU,2021-12-07 10:14:44,54.9508,20.2275,20.75,76,74,9.1
413,Santa Rita,BR,2021-12-07 10:15:44,-7.1139,-34.9781,83.07,74,0,8.05
414,Pangnirtung,CA,2021-12-07 10:15:44,66.1451,-65.7125,1.98,95,100,5.28
415,Manacapuru,BR,2021-12-07 10:11:52,-3.2997,-60.6206,73.98,96,100,5.73
416,Cururupu,BR,2021-12-07 10:15:45,-1.8283,-44.8683,77.81,90,100,3.94
417,Biak,ID,2021-12-07 10:15:46,-0.9131,122.8766,78.89,82,92,0.94
418,Lufilufi,WS,2021-12-07 10:15:46,-13.8745,-171.5986,76.78,77,55,10.02
419,Atambua,ID,2021-12-07 10:15:24,-9.1061,124.8925,77.27,83,64,2.57
420,Port Blair,IN,2021-12-07 10:15:47,11.6667,92.75,81.05,69,67,13.8
421,Brokopondo,SR,2021-12-07 10:15:47,4.75,-55.1667,75.33,92,96,3.8
422,Mujiayingzi,CN,2021-12-07 10:15:47,42.1167,118.7833,32.9,34,0,5.99
423,Parintins,BR,2021-12-07 10:15:47,-2.6283,-56.7358,74.25,90,78,1.19
424,Manuk Mangkaw,PH,2021-12-07 10:15:48,4.8,119.85,82.69,74,100,14.45
425,Zhezkazgan,KZ,2021-12-07 10:15:48,47.8043,67.7144,26.58,86,75,6.71
426,Arrifes,PT,2021-12-07 10:15:48,37.7667,-25.7,61.23,88,40,12.66
427,Takoradi,GH,2021-12-07 10:15:48,4.8845,-1.7554,83.55,70,60,5.39
428,Necochea,AR,2021-12-07 10:14:26,-38.5473,-58.7368,61.03,84,2,13.0
429,Bairiki,KI,2021-12-07 10:15:49,1.3292,172.9752,82.4,78,40,12.66
430,Mirnyy,RU,2021-12-07 10:15:49,62.5353,113.9611,-21.77,75,10,7.0
431,Preeceville,CA,2021-12-07 10:15:49,51.95,-102.6677,-8.9,94,37,6.71
432,Abu Kamal,SY,2021-12-07 10:15:49,34.4506,40.9171,61.05,37,100,7.05
433,Ilinskiy,RU,2021-12-07 10:15:50,55.619,38.1182,30.58,100,90,11.18
434,Lengshuitan,CN,2021-12-07 10:15:50,26.4111,111.5956,58.96,40,20,5.01
435,Killybegs,IE,2021-12-07 10:15:50,54.6333,-8.45,44.31,90,100,31.92
436,Millbrook,US,2021-12-07 10:15:50,32.4799,-86.3619,48.96,76,90,8.05
437,Parana,AR,2021-12-07 10:14:24,-31.732,-60.5238,72.57,70,0,12.3
438,Shu,KZ,2021-12-07 10:15:51,43.5983,73.7614,47.86,65,100,0.51
439,Ozark,US,2021-12-07 10:15:51,37.0209,-93.206,29.84,78,67,1.01
440,Russell,US,2021-12-07 10:15:51,32.3502,-85.1999,52.12,80,90,8.05
441,Xining,CN,2021-12-07 10:15:51,36.6167,101.7667,29.93,38,95,2.71
442,Charleston,US,2021-12-07 10:15:52,32.7766,-79.9309,62.62,92,1,4.61
443,Puerto Escondido,MX,2021-12-07 10:15:52,15.85,-97.0667,77.61,72,3,3.13
444,Nakhon Thai,TH,2021-12-07 10:15:52,17.1006,100.8374,81.59,64,44,1.83
445,Tripoli,LY,2021-12-07 10:14:19,32.8752,13.1875,60.08,52,100,26.84
446,Tanda,IN,2021-12-07 10:15:52,26.55,82.65,80.31,29,0,9.08
447,Preobrazheniye,RU,2021-12-07 10:15:53,42.9019,133.9064,33.53,63,1,3.94
448,Mareeba,AU,2021-12-07 10:15:53,-17.0,145.4333,75.92,86,9,5.37
449,Gidole,ET,2021-12-07 10:15:53,5.65,37.3667,76.15,24,21,4.0
450,Ganderkesee,DE,2021-12-07 10:14:05,53.0333,8.5333,37.94,98,75,6.91
451,Nizhneangarsk,RU,2021-12-07 10:15:54,55.7833,109.55,30.09,88,98,10.38
452,Goderich,CA,2021-12-07 10:15:54,43.7501,-81.7165,28.9,68,100,17.27
453,Ahuimanu,US,2021-12-07 10:15:54,21.4447,-157.8378,69.51,90,90,12.66
454,Ixtapa,MX,2021-12-07 10:15:54,20.7,-105.2,68.23,85,85,3.27
455,Americana,BR,2021-12-07 10:11:41,-22.7392,-47.3314,72.12,68,55,14.38
456,Yurino,RU,2021-12-07 10:15:55,56.2942,46.3039,15.12,76,100,13.13
457,Santiago,CL,2021-12-07 10:16:22,-33.4569,-70.6483,61.86,64,90,9.22
458,Aykhal,RU,2021-12-07 10:16:55,66.0,111.5,-19.59,91,84,4.97
459,Batemans Bay,AU,2021-12-07 10:16:55,-35.7167,150.1833,70.99,94,50,14.81
460,Scottsboro,US,2021-12-07 10:16:55,34.6723,-86.0341,35.19,80,90,5.75
461,Kahului,US,2021-12-07 10:16:56,20.8947,-156.47,77.85,90,40,5.75
462,Caetite,BR,2021-12-07 10:16:56,-14.0694,-42.475,69.91,85,39,1.97
463,Puerto Santander,CO,2021-12-07 10:16:56,8.3636,-72.4063,76.41,90,42,2.35
464,Manokwari,ID,2021-12-07 10:16:56,-0.8667,134.0833,82.67,81,100,11.1
465,Sola,VU,2021-12-07 10:16:57,-13.8833,167.55,80.26,79,96,3.29
466,Georgetown,MY,2021-12-07 10:16:57,5.4112,100.3354,89.53,65,20,8.05
467,Kem,RU,2021-12-07 10:16:58,64.9555,34.5793,16.5,81,40,10.2
468,Ambilobe,MG,2021-12-07 10:16:58,-13.2,49.05,99.32,25,1,1.45
469,Bathsheba,BB,2021-12-07 10:16:58,13.2167,-59.5167,79.41,73,40,17.27
470,Owando,CG,2021-12-07 10:16:58,-0.4819,15.8999,82.08,66,93,1.97
471,Pasighat,IN,2021-12-07 10:13:08,28.0667,95.3333,71.85,76,24,1.72
472,Vigrestad,NO,2021-12-07 10:16:59,58.5667,5.7,39.99,86,100,33.58
473,Ulkan,RU,2021-12-07 10:16:59,57.243,107.3223,32.32,94,100,10.18
474,Zarate,AR,2021-12-07 10:16:59,-34.0981,-59.0286,69.51,80,0,11.99
475,Mbandaka,CD,2021-12-07 10:16:59,0.0487,18.2603,78.58,78,98,2.28
476,Dwarka,IN,2021-12-07 10:16:59,22.2394,68.9678,80.67,48,0,10.02
477,Sao Joao Da Barra,BR,2021-12-07 10:15:14,-21.6403,-41.0511,73.49,86,86,10.27
478,Nador,MA,2021-12-07 10:17:00,35.174,-2.9287,62.85,59,0,1.14
479,Luau,AO,2021-12-07 10:17:00,-10.7073,22.2247,80.67,53,99,2.39
480,Paita,PE,2021-12-07 10:17:00,-5.0892,-81.1144,65.68,85,98,9.8
481,Mizan Teferi,ET,2021-12-07 10:17:01,6.9833,35.5833,83.62,31,30,2.15
482,Tupelo,US,2021-12-07 10:17:01,34.2576,-88.7034,35.98,64,1,8.99
483,Kyzyl-Suu,KG,2021-12-07 10:17:01,42.3414,78.0056,31.84,78,100,1.36
484,Grand-Santi,GF,2021-12-07 10:17:01,4.25,-54.3833,71.56,99,83,1.32
485,Uyuni,BO,2021-12-07 10:15:12,-20.4597,-66.825,48.31,79,100,4.21
486,Ajdabiya,LY,2021-12-07 10:17:02,30.7554,20.2263,59.76,64,48,33.67
487,Jackson,US,2021-12-07 10:17:02,42.4165,-122.8345,42.8,96,90,3.44
488,Mitu,CO,2021-12-07 10:17:02,1.1983,-70.1733,70.41,99,99,1.88
489,Yulara,AU,2021-12-07 10:17:02,-25.2406,130.9889,85.84,32,82,12.66
490,Ambositra,MG,2021-12-07 10:17:03,-20.5167,47.25,82.98,22,0,9.26
491,Madimba,TZ,2021-12-07 10:17:03,-10.4,40.3333,86.0,65,98,12.3
492,Forestville,US,2021-12-07 10:17:03,38.8451,-76.875,36.45,53,1,4.61
493,Ginir,ET,2021-12-07 10:17:03,7.1333,40.7,76.21,24,63,9.15
494,Dekar,BW,2021-12-07 10:17:03,-21.5333,21.9333,91.04,28,28,13.6
495,Hobyo,SO,2021-12-07 10:17:04,5.3505,48.5268,82.81,56,75,20.87
496,Rudbar,AF,2021-12-07 10:17:04,30.15,62.6,67.84,14,0,9.69
497,Balkhash,KZ,2021-12-07 10:17:05,46.844,74.9804,39.81,75,20,8.95
498,Pacific Grove,US,2021-12-07 10:17:05,36.6177,-121.9166,53.96,92,90,1.99
499,Krasnovishersk,RU,2021-12-07 10:17:05,60.4078,57.082,-9.0,99,100,2.53
500,Chicama,PE,2021-12-07 10:17:05,-7.8447,-79.1469,66.83,82,98,3.78
501,Ewo,CG,2021-12-07 10:17:07,-0.8725,14.8206,83.14,66,91,1.23
502,Klaksvik,FO,2021-12-07 10:18:07,62.2266,-6.589,40.12,88,100,28.21
503,Garchitorena,PH,2021-12-07 10:18:07,13.8804,123.6946,78.19,75,99,18.9
504,Yining,CN,2021-12-07 10:18:07,29.0361,114.5636,54.86,48,99,4.65
505,Jiayuguan,CN,2021-12-07 10:18:08,39.8167,98.3,29.17,39,50,0.74
506,Pottsville,US,2021-12-07 10:18:08,40.6857,-76.1955,32.95,71,54,7.52
507,Port-Gentil,GA,2021-12-07 10:18:08,-0.7193,8.7815,79.52,81,66,4.29
508,Terrak,NO,2021-12-07 10:18:09,65.087,12.3715,24.67,69,3,17.92
509,Talara,PE,2021-12-07 10:18:09,-4.5772,-81.2719,67.55,82,93,11.65
510,Shamary,RU,2021-12-07 10:18:09,57.3434,58.2199,5.02,85,40,6.42
511,Hamilton,US,2021-12-07 10:18:09,39.1834,-84.5333,25.65,61,1,3.0
512,Esperance,AU,2021-12-07 10:16:19,-33.8667,121.9,63.05,63,0,25.7
513,Severodvinsk,RU,2021-12-07 10:18:10,64.5635,39.8302,1.51,92,16,7.72
514,Ithaca,US,2021-12-07 10:18:10,42.4406,-76.4966,33.37,72,40,13.8
515,Kologriv,RU,2021-12-07 10:18:10,58.8275,44.3178,14.86,84,100,10.65
516,Saint Anthony,US,2021-12-07 10:18:11,45.0205,-93.218,9.66,67,90,1.99
517,Nelson Bay,AU,2021-12-07 10:18:11,-32.7167,152.15,68.09,89,75,14.97
518,Chapais,CA,2021-12-07 10:18:11,49.7834,-74.8492,1.18,88,100,17.11
519,Atagay,RU,2021-12-07 10:18:11,55.1033,99.3875,25.5,89,100,3.18
520,Naze,JP,2021-12-07 10:17:29,28.3667,129.4833,61.72,65,68,18.63
521,Chak Jhumra,PK,2021-12-07 10:18:12,31.5678,73.1835,75.97,20,29,5.39
522,Harper,LR,2021-12-07 10:18:12,4.375,-7.7169,82.42,75,36,6.82
523,Puerto Baquerizo Moreno,EC,2021-12-07 10:18:12,-0.9,-89.6,66.6,90,95,10.0
524,Springbok,ZA,2021-12-07 10:18:12,-29.6643,17.8865,78.96,23,38,4.79
525,Zhanaozen,KZ,2021-12-07 10:18:13,43.3,52.8,54.12,41,7,7.34
526,Halifax,CA,2021-12-07 10:13:16,44.6453,-63.5724,49.89,93,100,13.0
527,Terrace,CA,2021-12-07 10:15:02,54.5163,-128.6035,21.11,79,90,3.44
528,Nouadhibou,MR,2021-12-07 10:18:13,20.931,-17.0347,65.95,49,32,14.27
529,Gladstone,AU,2021-12-07 10:18:14,-23.85,151.25,78.73,73,21,8.05
530,Indramayu,ID,2021-12-07 10:15:59,-6.3264,108.32,82.11,78,100,9.98
531,Moerai,PF,2021-12-07 10:15:12,-22.4333,-151.3333,77.81,85,73,12.03
532,Nogales,MX,2021-12-07 10:18:14,31.3086,-110.9422,55.08,36,100,8.97
533,Saint-Louis,SN,2021-12-07 10:13:30,16.3333,-15.0,78.73,9,19,15.52
534,Alexander City,US,2021-12-07 10:18:15,32.944,-85.9539,44.78,81,75,4.61
535,Santa Isabel Do Rio Negro,BR,2021-12-07 10:18:15,-0.4139,-65.0192,72.88,100,100,0.74
536,Ketchikan,US,2021-12-07 10:18:15,55.3422,-131.6461,30.67,80,90,3.44
537,Kalmunai,LK,2021-12-07 10:18:15,7.4167,81.8167,82.99,65,87,9.53
538,Khorinsk,RU,2021-12-07 10:18:16,52.1657,109.7726,11.32,90,10,2.04
539,Marsa Matruh,EG,2021-12-07 10:18:16,31.3525,27.2453,62.85,47,0,22.82
540,La Plata,AR,2021-12-07 10:15:26,-34.9215,-57.9545,71.04,75,0,11.03
541,Irtyshskiy,RU,2021-12-07 10:15:14,58.3333,68.1333,-0.8,94,19,5.5
542,Aklavik,CA,2021-12-07 10:18:16,68.2191,-135.0107,16.52,85,100,6.06
543,Iqaluit,CA,2021-12-07 10:18:17,63.7506,-68.5145,4.73,71,20,5.01
544,Burnie,AU,2021-12-07 10:18:17,-41.0667,145.9167,54.3,51,2,13.91
545,Lucapa,AO,2021-12-07 10:18:17,-8.4192,20.7447,73.11,78,99,4.23
546,Asau,RO,2021-12-07 10:18:17,46.4333,26.4,36.39,81,100,4.32
547,Samarinda,ID,2021-12-07 10:18:17,-0.5,117.15,76.42,94,100,2.66
548,La Palma,US,2021-12-07 10:19:18,33.8464,-118.0467,60.85,82,90,1.99
549,Cayenne,GF,2021-12-07 10:19:18,4.9333,-52.3333,75.09,93,75,1.14
550,Saint-Augustin,CA,2021-12-07 10:17:27,51.226,-58.6502,45.81,99,100,31.56
551,Bhadohi,IN,2021-12-07 10:19:18,25.4167,82.5667,78.8,31,0,7.85
552,San Quintin,MX,2021-12-07 10:18:43,30.4833,-115.95,53.44,84,40,5.14
553,Shangrao,CN,2021-12-07 10:16:40,28.4532,117.9686,55.6,48,80,7.25
554,Vanavara,RU,2021-12-07 10:19:19,60.34,102.2797,14.38,96,100,3.2
555,Angoche,MZ,2021-12-07 10:19:19,-16.2325,39.9086,88.86,56,86,14.92
556,Kastamonu,TR,2021-12-07 10:19:19,41.5,33.6667,59.02,52,4,9.13
557,Vestmannaeyjar,IS,2021-12-07 10:18:44,63.4427,-20.2734,36.59,55,20,10.36
558,Oxford,GB,2021-12-07 10:19:20,51.7522,-1.256,45.45,89,40,1.99
559,Tingi,TZ,2021-12-07 10:19:20,-11.3,35.0333,86.0,29,6,9.93
560,Novoagansk,RU,2021-12-07 10:19:20,61.9449,76.6625,-8.03,97,78,8.88
561,Zongolica,MX,2021-12-07 10:19:20,18.6667,-96.9833,62.1,74,4,4.5
562,Lucea,JM,2021-12-07 10:19:21,18.451,-78.1736,76.86,80,11,13.15
563,Visby,SE,2021-12-07 10:19:21,57.6409,18.296,23.77,86,40,5.75
