City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1,Mataura,NZ,50.49,broken clouds,-46.1927,168.8643,Ellie's Villa
3,Avarua,CK,73.45,light rain,-21.2078,-159.775,Paradise Inn
4,Alta Floresta,BR,87.62,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
6,Port Blair,IN,79.93,scattered clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
8,Meulaboh,ID,78.89,broken clouds,4.1363,96.1285,Kost Pria
9,Bambous Virieux,MU,79.05,light rain,-20.3428,57.7575,Casa Tia Villa
10,Pozo Colorado,PY,95.95,overcast clouds,-23.4923,-58.7972,Hospedaje la Amistad
13,Hilo,US,74.93,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
15,Hermanus,ZA,73.9,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
16,Atuona,PF,78.35,light rain,-9.8,-139.0333,Villa Enata
17,Oistins,BB,84.29,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
18,Busselton,AU,66.04,clear sky,-33.65,115.3333,Observatory Guest House
19,Bredasdorp,ZA,68.29,broken clouds,-34.5322,20.0403,Bredasdorp Country Manor
21,Punta Arenas,CL,53.62,scattered clouds,-53.15,-70.9167,Hotel Hain
23,Rikitea,PF,75.54,overcast clouds,-23.1203,-134.9692,People ThankYou
25,Camacha,PT,64.53,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
26,Lata,PT,60.35,overcast clouds,40.1629,-8.3327,Casa Maquia
28,Thio,NC,73.36,few clouds,-21.6167,166.2167,La Ferme de Thio
30,Ampanihy,MG,81.81,broken clouds,-24.7,44.75,Angora Hotel
32,Puerto Ayora,EC,71.56,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
33,Kolokani,ML,93.61,broken clouds,13.5728,-8.0339,Lycee Famolo Coulibalibali De Kolokani
34,Saint-Philippe,RE,80.15,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
35,Bol,TD,82.56,scattered clouds,13.4586,14.7147,Hotel 3 Etoiles
36,Piacabucu,BR,86.67,broken clouds,-10.4056,-36.4344,Piaçabuçu News
39,Cidreira,BR,72.79,scattered clouds,-30.1811,-50.2056,Hotel Castelo
40,Odweyne,SO,67.73,broken clouds,9.4092,45.064,Eng Hiirey House
41,Carnarvon,AU,73.47,overcast clouds,-24.8667,113.6333,Hospitality Carnarvon
42,Butaritari,KI,82.53,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
43,Lagoa,PT,59.72,overcast clouds,39.05,-27.9833,Casa Das Faias
45,Tabuk,PH,67.06,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
46,Rawson,AR,91.72,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
50,Karaton,ID,78.96,light rain,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
51,Port Hedland,AU,82.45,broken clouds,-20.3167,118.5667,The Esplanade Hotel
52,Airai,TL,62.11,broken clouds,-8.9266,125.4092,Juvinal Martin
54,Frontera,MX,61.32,clear sky,26.9333,-101.45,Casagrande Hotel
55,Newberry,US,53.87,scattered clouds,34.2746,-81.6187,Hampton Inn Newberry-Opera House
56,Port Alfred,ZA,67.95,overcast clouds,-33.5906,26.891,The Halyards Hotel
58,Talara,PE,77.76,clear sky,-4.5772,-81.2719,Hostal Oro Negro
61,Cape Town,ZA,74.12,few clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
64,Isangel,VU,77.11,clear sky,-19.55,169.2667,Tanna Lodge
65,Mahebourg,MU,79.09,light rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
67,Harper,LR,83.44,overcast clouds,4.375,-7.7169,Screensaver
68,Constitucion,CL,63.37,scattered clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
69,Flinders,AU,66.2,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
70,Conceicao Do Araguaia,BR,86.23,few clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
76,Cap Malheureux,MU,79.29,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
79,Parrita,CR,91.98,scattered clouds,9.5201,-84.3225,Beso del Viento
80,Bonavista,CA,59.11,light rain,48.6499,-53.1147,Abbott's Bed & Breakfast
83,Tarata,BO,65.07,overcast clouds,-17.6167,-66.0167,Hacienda castillo
84,Vaini,TO,75.36,light intensity shower rain,-21.2,-175.2,Keleti Beach Resort
86,Salinopolis,BR,82.54,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
88,Agadir,MA,77.45,overcast clouds,30.4202,-9.5982,Iberostar Founty Beach
89,Pecos,US,63.3,clear sky,31.4229,-103.4932,Knights Inn & Suites Pecos
90,Port Lincoln,AU,57.09,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
92,Chuy,UY,71.96,clear sky,-33.6971,-53.4616,Nuevo Hotel Plaza
93,Tabou,CI,83.25,overcast clouds,4.423,-7.3528,hotêl doufoulougou
97,Bluff,NZ,50.81,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
103,Lebu,CL,62.13,broken clouds,-37.6167,-73.65,Hostal Las Lilas
107,East London,ZA,68.14,broken clouds,-33.0153,27.9116,Tu Casa
108,Sao Filipe,CV,78.87,overcast clouds,14.8961,-24.4956,Hotel Xaguate
111,Georgetown,MY,81.9,few clouds,5.4112,100.3354,Cititel Penang
112,Alofi,NU,73.29,light rain,-19.0595,-169.9187,Taloa Heights
113,Bathsheba,BB,84.81,broken clouds,13.2167,-59.5167,Atlantis Hotel
117,Belmonte,BR,82.9,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
124,Hithadhoo,MV,82.47,overcast clouds,-0.6,73.0833,Scoop Guest House
125,Birjand,IR,54.07,clear sky,32.8663,59.2211,Birjand Tourist Hotel
126,Kerema,PG,78.48,overcast clouds,-7.9631,145.7785,Frena Lodge
128,Namibe,AO,81.23,few clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
129,Tuatapere,NZ,50.83,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
131,Kapit,MY,74.25,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
132,Kaeo,NZ,66.33,overcast clouds,-35.1,173.7833,Bushido Lodge
133,Kavieng,PG,81.39,light rain,-2.5744,150.7967,Nusa Island Retreat
135,Saint George,US,52.36,broken clouds,37.1041,-113.5841,Best Western Plus Abbey Inn
138,Hambantota,LK,79.14,few clouds,6.1241,81.1185,Bungalow 63
140,Malakal,SS,88.81,scattered clouds,9.5334,31.6605,Nile Palace Hotel
141,Port Moresby,PG,76.42,overcast clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
142,Pueblo,US,51.75,overcast clouds,38.2545,-104.6091,Courtyard by Marriott Pueblo Downtown
143,Najran,SA,70.45,clear sky,17.4924,44.1277,محمد هادي ال فطيح
144,Lamu,KE,80.42,overcast clouds,-2.2717,40.902,Lamu House
145,San Cristobal,VE,75.38,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
146,Kannauj,IN,64.27,clear sky,27.0546,79.922,Hotel M L Palace
147,Mecca,SA,79.47,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
148,Kapaa,US,70.12,moderate rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
150,Phan Thiet,VN,72.66,scattered clouds,10.9333,108.1,Hotel Saigon-PT
151,Richards Bay,ZA,74.44,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
152,Chenzhou,CN,51.28,clear sky,25.8,113.0333,Thank Inn Chain Hotel hunan chenzhou beihu district wuling square
